;title;content;step01;tokens;final_tokens;step02
0;Dzikir Nasional Siapkan Spiritual untuk Lebih Baik;"REPUBLIKA.CO.ID, JAKARTA -- Dzikir Nasional 2017 bertujuan menyiapkan spiritual untuk tahun depan lebih baik. ""Modal kita menjadi lebih baik secara spiritual, berbekal tausiah,"" kata Ketua Panitia Zikir Nasional 2017 Irwan Kelana di Masjid Agung At Tin, Jakarta, Ahad (31/12). Republika menggelar acara Zikir Nasional 2017 berbalut Festival Republik. Acara yang digelar selama tiga hari mulai 29-31 Desember 2017 bertema Perkuat Silaturahmi untuk Bangsa. Sejumlah alim ulama direncanakan hadir dalam acara Zikir Nasional 2017, seperti, KH Mustagfirin, Sekjen Muhammadiyah Abdul Mu'ti, Pimpinan Ponpres Tebu Ireng KH Solahudin Wahid, Wakil Sekjen MUI Ustaz Tengku Zulkarnaen. Irwan mengatakan Zikir Nasional menjadi alternatif merayakan pergantian malam tahun baru agar lebih bermakna. Menurut dia, makna kegiatan Zikir Nasional semakin lebih penting dalam beberapa tahun terakhir. Pun menurut dia, kegiatan Zikir Nasional cocok untuk generasi milenial atau zaman now";republika co id jaka dzikir nasional   bertujuan menyiapkan spiritual untuk tahun depan lebih baik modal kita menjadi lebih baik secara spiritual berbekal tausiah kata ketua panitia zikir nasional   irwan kelana di masjid agung at tin jakarta ahad   republika menggelar acara zikir nasional   berbalut festival republik acara yang digelar selama tiga hari mulai     desember   bertema perkuat silaturahmi untuk bangsa sejumlah alim ulama direncanakan hadir dalam acara zikir nasional   seperti kh mustagfirin sekjen muhammadiyah abdul muti pimpinan ponpres tebu ireng kh solahudin wahid wakil sekjen mui ustaz tengku zulkarnaen irwan mengatakan zikir nasional menjadi alternatif merayakan pergantian malam tahun baru agar lebih bermakna menurut dia makna kegiatan zikir nasional semakin lebih penting dalam beberapa tahun terakhir pun menurut dia kegiatan zikir nasional cocok untuk generasi milenial atau zaman now;['republika', 'co', 'id', 'jaka', 'dzikir', 'nasional', 'bertujuan', 'menyiapkan', 'spiritual', 'untuk', 'tahun', 'depan', 'lebih', 'baik', 'modal', 'kita', 'menjadi', 'lebih', 'baik', 'secara', 'spiritual', 'berbekal', 'tausiah', 'kata', 'ketua', 'panitia', 'zikir', 'nasional', 'irwan', 'kelana', 'di', 'masjid', 'agung', 'at', 'tin', 'jakarta', 'ahad', 'republika', 'menggelar', 'acara', 'zikir', 'nasional', 'berbalut', 'festival', 'republik', 'acara', 'yang', 'digelar', 'selama', 'tiga', 'hari', 'mulai', 'desember', 'bertema', 'perkuat', 'silaturahmi', 'untuk', 'bangsa', 'sejumlah', 'alim', 'ulama', 'direncanakan', 'hadir', 'dalam', 'acara', 'zikir', 'nasional', 'seperti', 'kh', 'mustagfirin', 'sekjen', 'muhammadiyah', 'abdul', 'muti', 'pimpinan', 'ponpres', 'tebu', 'ireng', 'kh', 'solahudin', 'wahid', 'wakil', 'sekjen', 'mui', 'ustaz', 'tengku', 'zulkarnaen', 'irwan', 'mengatakan', 'zikir', 'nasional', 'menjadi', 'alternatif', 'merayakan', 'pergantian', 'malam', 'tahun', 'baru', 'agar', 'lebih', 'bermakna', 'menurut', 'dia', 'makna', 'kegiatan', 'zikir', 'nasional', 'semakin', 'lebih', 'penting', 'dalam', 'beberapa', 'tahun', 'terakhir', 'pun', 'menurut', 'dia', 'kegiatan', 'zikir', 'nasional', 'cocok', 'untuk', 'generasi', 'milenial', 'atau', 'zaman', 'now'];['republika', 'co', 'id', 'jaka', 'dzikir', 'nasional', 'bertujuan', 'menyiapkan', 'spiritual', 'untuk', 'tahun', 'depan', 'lebih', 'baik', 'modal', 'kita', 'menjadi', 'lebih', 'baik', 'secara', 'spiritual', 'berbekal', 'tausiah', 'kata', 'ketua', 'panitia', 'zikir', 'nasional', 'irwan', 'kelana', 'di', 'masjid', 'agung', 'at', 'tin', 'jakarta', 'ahad', 'republika', 'menggelar', 'acara', 'zikir', 'nasional', 'berbalut', 'festival', 'republik', 'acara', 'yang', 'digelar', 'selama', 'tiga', 'hari', 'mulai', 'desember', 'bertema', 'perkuat', 'silaturahmi', 'untuk', 'bangsa', 'sejumlah', 'alim', 'ulama', 'direncanakan', 'hadir', 'dalam', 'acara', 'zikir', 'nasional', 'seperti', 'kh', 'mustagfirin', 'sekjen', 'muhammadiyah', 'abdul', 'muti', 'pimpinan', 'ponpres', 'tebu', 'ireng', 'kh', 'solahudin', 'wahid', 'wakil', 'sekjen', 'mui', 'ustaz', 'tengku', 'zulkarnaen', 'irwan', 'mengatakan', 'zikir', 'nasional', 'menjadi', 'alternatif', 'merayakan', 'pergantian', 'malam', 'tahun', 'baru', 'agar', 'lebih', 'bermakna', 'menurut', 'dia', 'makna', 'kegiatan', 'zikir', 'nasional', 'semakin', 'lebih', 'penting', 'dalam', 'beberapa', 'tahun', 'terakhir', 'pun', 'menurut', 'dia', 'kegiatan', 'zikir', 'nasional', 'cocok', 'untuk', 'generasi', 'milenial', 'atau', 'zaman', 'now'];republika co id jaka dzikir nasional bertujuan menyiapkan spiritual untuk tahun depan lebih baik modal kita menjadi lebih baik secara spiritual berbekal tausiah kata ketua panitia zikir nasional irwan kelana di masjid agung at tin jakarta ahad republika menggelar acara zikir nasional berbalut festival republik acara yang digelar selama tiga hari mulai desember bertema perkuat silaturahmi untuk bangsa sejumlah alim ulama direncanakan hadir dalam acara zikir nasional seperti kh mustagfirin sekjen muhammadiyah abdul muti pimpinan ponpres tebu ireng kh solahudin wahid wakil sekjen mui ustaz tengku zulkarnaen irwan mengatakan zikir nasional menjadi alternatif merayakan pergantian malam tahun baru agar lebih bermakna menurut dia makna kegiatan zikir nasional semakin lebih penting dalam beberapa tahun terakhir pun menurut dia kegiatan zikir nasional cocok untuk generasi milenial atau zaman now
